Dokuman_Numarasi,Tweet_Metni,Gercek_Duygu_Sinifi,Gercek_Urunhiz_Sinifi
D277,babam grip işe gitmemiş iyi davran edeyim  zayıf noktamdan vurdu mecbur ilgilenicem,1,2
D279,param olmayınca yiyemiyorum  yemeyince kilo veriyorum  paramı bitirmek sürekli yemek alıyorum kredi kartına geçtim şu an kontrol bende bak son sipariş harbi diyorum,2,2
D280,hava soğuk yemek almaya çıkmıyorum  kuryelere kıyıp sipariş veremiyorum  hassas kalp olmak o zor ki,0,0
D282,sipariş ettiğim yemek gelmeyince ben,0,0
D283,sevgili yemeksepeti ihtiyaç sahibi kardeşlerimize yemek gönderiek istiyoru,1,2
D285,dışarı çıkıp yemek yesem sipariş mi versem bilemedim yine,2,2
D286,bu havada dışarıdan vermeye utanıyorum aç kalabilirim sıkıntı yok yağmur,0,0
D287,len maaş yatsada etsem,1,2
D288,sevgili yemeksepeti ihtiyaç sahibi kardeşlerimize yemek gönderiek istiyoru,1,2
D289,sevgili yemeksepeti ihtiyaç sahibi kardeşlerimize yemek gönderiek istiyoru,1,2
D290, abi çalışma yapılamaz mı? ihtiyaç sahibi kardeşlerimize yemek gönderiek istiyoruz kendimize sipariş verirken boğazımızdan geçmiyor şu işe el atsan askıda yemek olmaz mı,1,2
D291,sevgili yemeksepeti ihtiyaç sahibi kardeşlerimize yemek gönderiek istiyoruz k,1,2
D292,sevgili yemeksepeti ihtiyaç sahibi kardeşlerimize yemek gönderiek istiyoru,1,2
D293,sevgili yemeksepeti ihtiyaç sahibi kardeşlerimize yemek gönderiek istiyoru,1,2
D295,sevgili yemeksepeti ihtiyaç sahibi kardeşlerimize yemek gönderiek istiyoru,1,2
D296,gunluk 20lira yemek siparis edemeyen ogrencilerin ogretmen doktor avukat olduktan egitimlerini mesleki kalitelerini sorgulayamacagini bilmeyen halkim iyi geceler guzel uyuyorsun,0,2
D297,online dağıtım işi hızla büyüyen pazar  piyasa hakkında fikir edinmek abd'de irili uf,1,2
D298,yemek sepetinde sipariş verdim 2 gün kurye numaramı almış gündür gizliden arıyor bugün numarasından aradı yanlışlıkla öğrendim ciddenkonumım psikopat dolu korkuyorum artık,0,0
D299, akdeniz universitesi akdeniz yurdundan yaziyorum tekrardan yemek yok hemde disaridan siparis yasak olsun gereginin yapilmasini arz ederim,0,2
D300,kalan son 10tl ettim  üniversitenin batırmaya meyili bitmiyor bitmiyor bitmiyor,0,2
D301,yemek sipariş ettim bekliyorum   sanat yapamam şu anda djjdjdjd,0,2
D302,şaka maka tek şansım kilo alamamam hele sene mideme oturdu bilmiyorum saniye acıkıyorum yemek yerken tuhaf hissediyorum aklım almıyo arkadaşlarım anında doyarken direkt ikili menü sipariş ediyorum kendime,1,2
D303,karnim acikti yemek siparis versem mi dusunuyom kuryeye yazik cok yagmur yağıyo offff mutsuzluk coktu anda,0,0
D304,ülkemizden farklı olarak amerika avrupa'da yemek siparişi yapan müşteri teslimat noktasının restorana olan uzaklığına bağlı olarak ücret öder postmates aylık $9 99 yıllık $99 9 ücret müşterilerine sınırsız sipariş hakkı tanıyan abonelik sistemi başlattı,2,0
D305,online dağıtım işi hızla büyüyen pazar  piyasa hakkında fikir edinmek abd'de irili ufaklı çok yemek dağıtım şirketi faaliyet gösteriyor %37 pazar payı büyük oyuncu doordash grubhub %30 $grub ubereats ~20% $uber,2,2
D306,annem  salak dakikate yemek siparis etmis salak  benn annisko,2,2
D307,sevgili yemeksepeti ihtiyaç sahibi kardeşlerimize yemek gönderiek istiyoruz kendimize sipariş verirken boğazımızdan geçmiyor şu işe el atsan askıda yemek olmaz mı,1,2
D308,sevgili yemeksepeti ihtiyaç sahibi kardeşlerimize yemek gönderiek istiyoru,1,2
D309,sevgili yemeksepeti ihtiyaç sahibi kardeşlerimize yemek gönderiek istiyoruz k,1,2
D310,1 5 dakika sipariş getirip sıcak yea dedikleri yemeklerin yağı donmuşdonmuşolmuş siparişi iptal gösterdiler yorum yazamamam yemek sepetine posta atıp siparişim geldi işlem iptal gözüküyor geri bildirimde bulunmak istiyorum dedirttiniz,0,1
D311,yemek sepetinde siparişi getirmeyeceği halde sipariş verilebilmesine izin veren restoranlar tam olarak derdiniz nedir,0,0
D312,böyle yapabiliriz fazla kişiye ulaşmamamamamamaması yardımcı olurmusunuz  sevgili yemeksepeti ihtiyaç sahibi kardeşlerimize yemek gönderiek istiyoruz kendimize sipariş verirken boğazımızdan geçmiyor şu işe el atsan askıda yemek olmaz mı,1,2
D313,yardımcı olsan güzel olur hayata geçer  ihtiyaç sahibi kardeşlerimize yemek gönderiek istiyoruz kendimize sipariş verirken boğazımızdan geçmiyor şu işe el atsan askıda yemek olmaz,1,2
D314,hasan kapıyı aç geldim anahtar su dakikainin bende geliom çayı koy  et  kediyi besle olum hastaydin oluyordun ,2,2
D315,23 00'dan binadan çıkamadığımız edemediğimiz aç şekilde finallere çalışıyoruz teşekkürler,0,2
D316,açım hazır sipariş demişken yemek söyle bee,2,2
D317,sevgili yemeksepeti ihtiyaç sahibi kardeşlerimize yemek gönderiek istiyoruz k,1,2
D318,sevgili yemeksepeti ihtiyaç sahibi kardeşlerimize yemek gönderiek istiyoruz kendimize sipariş verirken boğazımızdan geçmiyor şu işe el atsan askıda yemek olmaz mı,1,2
D319,evden internette yemek üst baş kılık kıyafet sipariş ver   ayağına gelsin  bitik hayat yandık biti ülke mahvoldu ülke insanlar perişan biten tiplemer in insanlığı,0,2
D320,acaba getir yemek sepetinden sipariş etsem kapıma getirirler mi,1,2
D321,bir yanda alanya yasadigimdan girdigim fast food restauraninda once iranli turist sandigim kral menuyu siparis ettikten zıraat maas karti odeyen baya bakimli suriyeli multeci ablamiz yanda 1 lira yemek parasi kaldigi icin intihar eden kardesimiz,0,2
D322,adam yemek yiyeyim demiyor sipariş vereyim parasını alın gelen durumu olmayana ücretsiz yemek verin diyor,2,2
D323,bu gece verdik mecbur kilo alacaz artık,0,2
D324,sevgili yemeksepeti ihtiyaç sahibi kardeşlerimize yemek gönderiek istiyoruz k,1,2
D325,sevgili yemeksepeti ihtiyaç sahibi kardeşlerimize yemek gönderiek istiyoruz k,1,2
D326,yemek sepetinden siparis verdim hava cok kotu kurye nasi gelcek simdi cok uzuldum keske vermeseydim,0,0
D327,sevgili yemeksepeti ihtiyaç sahibi kardeşlerimize yemek gönderiek istiyoruz kendimize sipariş verirken boğazımızdan geçmiyor şu işe el atsan askıda yemek olmaz mı,1,2
D328,sevgili yemeksepeti ihtiyaç sahibi kardeşlerimize yemek gönderiek istiyoruz kendimize sipariş verirken boğazımızdan geçmiyor şu işe el atsan askıda yemek olmaz mı,1,2
D329,sevgili yemeksepeti ihtiyaç sahibi kardeşlerimize yemek gönderiek istiyoruz k,1,2
D330,sevgili yemeksepeti ihtiyaç sahibi kardeşlerimize yemek gönderiek istiyoruz k,1,2
D331,sevgili yemeksepeti ihtiyaç sahibi kardeşlerimize yemek gönderiek istiyoruz k,1,2
D332,sevgili yemeksepeti ihtiyaç sahibi kardeşlerimize yemek gönderiek istiyoruz k,1,2
D333,sevgili yemeksepeti ihtiyaç sahibi kardeşlerimize yemek gönderiek istiyoruz k,1,2
D334,sevgili yemeksepeti ihtiyaç sahibi kardeşlerimize yemek gönderiek istiyoruz kendimize sipariş verirken boğazımızdan geçmiyor şu işe el atsan askıda yemek olmaz mı,1,2
D335,yemek sepetinden isteyen mı ödemesini yapıyorum  finansalköle yemeksepetikölesi enayi köle,2,2
D336,lütfen kişiye olsa faydası olur    sevgili yemeksepeti ihtiyaç sahibi kardeşlerimize yemek gönderiek istiyoruz kendimize sipariş verirken boğazımızdan geçmiyor şu işe el atsan askıda yemek olmaz mı,1,2
D337,restoranlarla anlaşsanız kullanıcılardan sipariş alırken katkılarımız olsa  fırınların askıda ekmek olayı gibi  ihtiyacı olan öğrenci kardeşlerimize ücretsiz askıda yemek dağıtılsa düşündünüz mü sibelunli adını yaşatalım ucuzyemeköğrencininhakkıdır,1,2
D338,abim sürpriz yapıp kütüphaneye yemek yollamış aradılar siparişiniz geldi sipariş vermedim deyip iptal ettirdim     napalim süpriz görmüşlüğümüz ayıkamadım durumu,1,2
D340,yemek sipariş ettim yoldayım,1,0
D343,istanbuldan ankara'ya yemek sepetinden sipariş verdim 1 dakika oldu konume teslim edilmedi uçağa binip gitseydim erken götürürdüm aw ya,0,0
D344,sevgili yemeksepeti ihtiyaç sahibi kardeşlerimize yemek gönderiek istiyoruz kendimize sipariş verirken boğazımızdan geçmiyor şu işe el atsan askıda yemek olmaz mı,1,2
D345,canim cekmisti simdi yemek sepetinden siparis vermek farz oldu,1,2
D346,lütfen kişiye olsa faydamız olur   sevgili yemeksepeti ihtiyaç sahibi kardeşlerimize yemek gönderiek istiyoruz kendimize sipariş verirken boğazımızdan geçmiyor şu işe el atsan askıda yemek olmaz mı,1,2
D347,yemek sepetinden sipariş verdik dakika oldu gelecek amk,0,0
D348,sevgili yemeksepeti ihtiyaç sahibi kardeşlerimize yemek gönderiek istiyoruz kendimize sipariş verirken boğazımızdan geçmiyor şu işe el atsan askıda yemek olmaz mı,1,2
D349,haluk abi yemek sepeti görüşme sağlansa konumindeki restoranlara sipariş geçse mesela evlere gelmese o konumteki aç evsiz insanlar o verilen siparisleri alsalar anlaşmalı restorantlardan olmaz mı ,1,2
D350,sevgili yemeksepeti ihtiyaç sahibi kardeşlerimize yemek gönderiek istiyoruz kendimize sipariş verirken boğazımızdan geçmiyor şu işe el atsan askıda yemek olmaz mı,1,2
D351,sevgili yemeksepeti ihtiyaç sahibi kardeşlerimize yemek gönderiek istiyoruz kendimize sipariş verirken boğazımızdan geçmiyor şu işe el atsan askıda yemek olmaz mı,1,2
D352,sibelünli sevgili yemeksepeti ihtiyaç sahibi kardeşlerimize yemek gönderiek istiyoruz kendimize sipariş verirken boğazımızdan geçmiyor şu işe el atsan askıda yemek olmaz mı,1,2
D353,sevgili yemeksepeti ihtiyaç sahibi kardeşlerimize yemek gönderiek istiyoruz kendimize sipariş verirken boğazımızdan geçmiyor şu işe el atsan askıda yemek olmaz mı,1,2
D354,sevgili yemeksepeti ihtiyaç sahibi kardeşlerimize yemek gönderiek istiyoruz kendimize sipariş verirken boğazımızdan geçmiyor şu işe el atsan askıda yemek olmaz mı,1,2
D355,eve ediyorum ha geldi ha gelecek derken 26dakika telefon edip şu anda o konumye sipariş gönderemiyor deniyor tşk aq çocukları erken haber verdiğiniz için,0,0
D356,sevgili yemeksepeti ihtiyaç sahibi kardeşlerimize yemek gönderiek istiyoruz kendimize sipariş verirken boğazımızdan geçmiyor şu işe el atsan askıda yemek olmaz mı,1,2
D357,sevgili yemeksepeti ihtiyaç sahibi kardeşlerimize yemek gönderiek istiyoruz kendimize sipariş verirken boğazımızdan geçmiyor şu işe el atsan askıda yemek olmaz mı,1,2
D358,yarım dakikatir dışardan sipariş mi versem malzeme alıp yemek mi yapsam düşünüyorum kafayı yicem,0,2
D360,sipariş ettiğim yemek gelirse haftasonunu evden çıkmayarak geçirmiş olacağım inşallah,1,2
D361,turgay hocam müthiş yüreğin  eşe dosta söyleyelim oradan sipariş versinler  askıda yemek uygulaması başlatın  fakir fukaraya yedirilir,1,2
D362,doğumgünümü yemek sepetinden acılı adana sipariş vererek kutluyor canım babam,1,2
D366,canım gözleme istemiştir yemek sepetine bakmışımdır aldığım tutar sipariş 15lira altındadır canım gözleme istememiştir  ,0,0
D367,kelle paça çorbası mi sipariş etsem yemek yemeyi unuttum şimdide acıktım  uyusam mi,2,2
D368,yemek sipariş ettiğim yerden arayıp bol acılı seçmişsiniz acımız fenadır telefon aldım az sıkıntı yok abi yapıştır hayırlısı bakalım,2,1
D369,bir kurye abi vardı çiğköfteleri o getiriyordu abi aşşırı tuhaf insandı olduğunu söyleyemem bilmiyorum yaşayarak edinilen tecrübe geçenlerde sipariş etmeden yemek sepetine yorum attık abiyi atarsınız burdan sipariş etmeyiz yazdık,1,0
D370,yan yurttaki erkeklerin gece yarısı boyuna etmesi burda açlıkla boğuşmamiz haksızlık değilde neeeee,0,2
D371,bide bilgili görgülü olan eden ruh hastaları misal kez yerde kahve içer kahve bardağının ü,0,2
D372,bu dakikate insan acıkır edelim yapalım,2,2
D373,valla sipariş verdim yemek yicem gelirse efsane mutlu olcam gelmicek sanırım,1,2
D374,iş arayana o ağızla iş ararsan bulamazsın tabii yemekhane fiyatlarını protesto edenlerin kahveci pub fotoğraflarını dökmek video fotoğraf paylaşanları alıntılayıp dalga geçmek yardım yemek yapıp satanları rencide /sipariş verip geri gönderiek,0,2
D375,yemek siparişimiz hava şartlarından gelemicekmiş  olan yerden sipariş verdik o getiriyo,0,0
D376,yemek sipariş ettim 1 dakika gelecek yemeği czn burak hazırlıyor herlade,1,0
D377,ders çalışıyordum akşam yemeği yememişim yurda geldik yemek dakikai bitmişti etmemize izin vermediler dakika ağladım yemek yiyemediğim yemek konusunda hassasım ,0,2
D378,amk köyünde edebileceğim yer uygulama var,0,0
D379,yemek sepetinden yemek isteyen mı online ödemesini yapıp sipariş veriyorum enayi finansalköle keriz yemeksepetikölesi,2,2
D380,tam verecektim aklıma bilet fiyatları geldi peravolkswagen,0,2
D381,tam verecektim aklıma bilet fiyatları geldi peravolkswagen,0,2
D382,yemek sepetine gir konumine yakın köroğlu iskembecisi varsa ordan sipariş ver hemde sıcacık geliyor,1,1
D383,kelle paça çorbası mi sipariş etsem yemek yemeyi unuttum şimdide acıktım uyusam mi,2,2
D384,yemek sepetinden siparis verdim siparisi onaylamak icin aradılar cok gerildim telefonu kuzenşme verdim    ,0,0
D385,annem telefon atmış hadi yemek sepetinden et kartla  şimdi avm yedim sensiz bogazimdan gecmedi ölürüm be kadın ölürüm,1,2
D386,tam verecektim aklıma bilet fiyatları geldi peravolkswagen,0,2
D387,tam verecektim aklıma bilet fiyatları geldi peravolkswagen,0,2
D388,yemek siparis edicektim mutsuzum die vazgectim,0,2
D389,arkadaşlar yemek sepetinde sürekli restorandan sipariş vermeyin kurye aradı aşağıda bekliyorum diyo sevgilim gibi davranıyo,0,0
D390,keyifsizlikten ölürken yemek sepetinden bari pasta sipariş edeyim koskocaman servis dışı yazısı karşılaştım allahım teker teker gelsin geliyorsa anda veriyorsun ey yüce rabbim,0,0
D391,tam verecektim aklıma bilet fiyatları geldi peravolkswagen,0,2
D392,tam verecektim aklıma bilet fiyatları geldi peravolkswagen,0,2
D393,tam verecektim aklıma bilet fiyatları geldi peravolkswagen,0,2
D394,bizde yemek yok dese boşver dışardan sipariş veririz dersiniz,2,2
D395,eve gelindi  duş alındı  verildi  içecekte tamam  3 dakika 29 dakika görüşürüz  theırishman,1,2
D396,evde tekim yemek sepetinden sipariş verdim netflixden film açıp izlicem 1 aydır defa huzurlu rahatım aq,1,2
D397,yemek sepetinden sipariş verdim 2 bucuk dakikate geldi aq öldüm bekleyene getirmesen iyi,0,0
D398,sipariş yemek yapıyorum eve yemek yapmadım aç kalacağuk,0,2
D399,keşke yemek sepetinden sipariş verse sevaba nail olmak isteyen gt dm,0,2
D400,bide bilgili görgülü olan eden ruh hastaları misal kez yerde kahve içer kahve bardağının ü,0,2
D401,gece ederken ben,2,2
D402,az yemek yemeğe çıktık sipariş verdik aldık masaya oturacağız annem soluma geç otur olmaz diyorum yaaaa anne anlamıyormusun kolarovun yeri şuan tek başıma yemeğimi yiyorum kadın arka masaya oturdu kızdı galiba,0,2
D403,demin yemek sepetinden verdiğim sipariş geldi abla parayı çektikten kolay gelsin sınavların o girdiği mizacımdan belli mi oluyor yahu,0,2
D404,bugün yemek pişireyim  dışarıdan yemeyeyim ediyorum edecek misin,2,2
D405,gecenin üçünde etmişimdir,1,2
D406,gercektne yemek sepetinden siparis edicek sey bulabiliyo musunuz dakikatir siparis edicek menu ariyorum acliktan olucem simdi yardim edin aq,0,0
D407,sipariş yemek yapıyorum eve yemek yapmadım aç kalacağuk,0,2
D408,sipariş yemek yapıyorum eve yemek yapmadım aç kalacağuk,0,2
D409,sipariş yemek yapıyorum eve yemek yapmadım aç kalacağuk,0,2
D410,yemek sepetinden 320 milyon porsiyon edilmiş 2019 yılında  adet çaycı milyarder olmuş detaylarını bilirsin ,0,2
D411,sipariş yemek yapıyorum eve yemek yapmadım aç kalacağuk,0,2
D412,yemek sepetinden sipariş verdim sandım vermemişim merve şuan ayaklarını havaya kaldırıp tuzlu ayran getirin bağırıyor kxmdldödğdödşdş,0,2
D413,şu dakikaten  'nden tek sipariş vermem 3 5 dakika oldu 3 5 nerde kaliyor yemek,0,0
D414,her eve yemek siparişi verdiğimde sipariş gelene kapıyı pencereyi yiyecek duruma geliyorum,0,2
D415,bide bilgili görgülü olan eden ruh hastaları misal kez yerde kahve içer kahve bardağının ismi yazılmamış kavga çıkarır sosyal medyadan paylaşır yemek firmasından sipariş verir misal ketçap koymamışlar şikayet eder,0,2
D416,bence bak guclerinizi birlestirin isler yolunda gidiyo mu kontrol ederim ederim,2,2
D417,yemek sepetinden sipariş verdim 2 dakika oldu amk los angeles tan sipariş verdim gözlemeyi,0,0
D418,sakarya serdivan karabas home den ürünüz olan morocco yemek takımını web üzerinden aralık ayında sipariş ettim  eksik tabak bugüne 30 gündür oyalıyorlar  sonunda farklı renk gönderdiler amaç istek buydu sanırım ,0,2
D419,sakarya serdivan karabas home den ürünüz olan morocco yemek takımını web üzerinden aralık ayında sipariş ettim  eksik tabak bugüne 30 gündür oyalıyorlar  sonunda farklı renk gönderdiler amaç istek buydu sanırım  paydaşınız,0,2
D420,günaydin ılker bey almanya'da yasiyorum medya'ya baktigimizda enflasyon gecim zor issizlik haberler türkiye'ye geldigimde gördügüm manzara  disarida kahvalti yemek siparis disarida yemek restaurantlar kafeler dolu aciklamasi varmidir selamlar,1,2
